Description,AvgProfitMargin,TotalSalesDollars,TargetBrand
Bacardi Torched Cherry Rum,29.30031310692287,57060.38,No
Bacardi Twin Pack 2/750mls,81.37021050080367,67253.9,No
Bacio Divino 12 Pazzo,33.43553740056821,45585.27,No
Backbone Blended Bourbon,7.004202205475951,20896.170000000002,No
Backhouse Chard,34.47656675086112,12736.39,No
Backhouse Pnt Nr,39.623732607646055,18226.4,No
Badenhorst Secateurs Chen Bl,32.84256508205999,6785.28,No
Badenhorst Secateurs Red,16.494980433455204,4045.17,No
Bailey's 50mL 4 Pack,35.307931957577,47482.73,No
Bailey's Espresso Creme,20.435581524286462,115722.07999999999,No
Baileys Chocolate Cherry,40.20390355966357,102789.76999999999,No
Baileys Espresso Creme,49.662704445313146,10360.35,No
Baileys Irish Cream,27.784080329939645,4150122.07,No
Baileys Irish Cream Mini's 4,32.88153296903557,245204.17,No
Baileys Irish Cream w/4 Glss,23.012078268080057,241001.44,No
Baileys Pumpkin Spice,25.46056649230236,91270.84,No
Baileys Salted Caramel,31.259477137861563,231267.08,No
Baileys Vanilla Cinnamon,39.26857072741797,68132.62999999999,No
Baja Luna Black Raspberry,28.429977123421178,88925.01,No
Baja Rosa Strawberry Liqueur,28.573323192599076,44336.04,No
Bak's Krupnik Honey Liqueur,36.672675400621685,704.53,No
Bakers Bourbon,41.39435759840861,48827.79,No
Bakon Vodka,43.77751100440176,2049.18,No
Balcones Baby Blue Corn Whis,22.483148510545767,275.94,No
Balcones TX Whisky Single Ba,23.08047391906447,389.94,No
Ballantines,36.26491381256209,112041.26999999999,No
Ballatore Gran Spumante,31.411675558089296,92932.26,No
Balletto 15 Rose Pnt Nr RRV,15.818278971569297,9956.14,No
Balletto Vyds Pnt Gris,58.1715883027523,30694.4,No
Balvenie 12 Yr Doublewood S,21.038324391584336,456461.78,No
Balvenie 12 Yr Single Barrel,42.08779257314097,16237.82,No
Balvenie 14 Yr Caribean Cask,33.18510458857352,299856.37,No
Balvenie 15 Yr Sherry Cask,22.32472548800704,85631.95999999999,No
Balvenie 15 Yr Single Malt,57.141904656072896,899.9000000000001,No
Balvenie 17 Yr Doublewood,24.944590852369238,94993.34000000001,No
Balvenie Portwood 21 Yr Sin,14.320608191209056,78421.39,No
Banfi Brunello Montalcino,56.596045890242685,111974.13,No
Banfi Centine Bianco Toscana,39.384235552697625,4649.83,No
Banfi Centine Mntcln Tscna,48.782527190813866,131280.55,No
Banfi Centine Rose Toscana,24.951092653076813,14138.98,No
Banfi Chianti Clsc RSV,39.370964167398235,219699.09,No
Banfi Chianti Clsc Tuscany,36.26860312867154,32726.35,No
Banfi Chianti Superiore,45.80602204631206,13517.0,No
Banfi Grappa Castello,35.06812867854552,1984.48,No
Banfi Pnt Grigio Rime,35.1410273879275,7485.78,No
Banfi Pnt Grigio San Angelo,40.81245770006679,156530.98,No
Banfi Poggio All'Oro Br Mont,55.343140517872605,3755.75,No
Banfi Poggio Alle Mura Montl,28.801538362374586,9308.6,No
Banfi Poggio Alle Mura Rsva,72.32339808825566,1876.82,No
Banfi Principessa Gavia Gav,36.579255706914736,62798.38,No
Banfi Rosa Regale,34.119576068004974,98217.26,No
Banfi Rosso di Montalcino,36.128211320665336,47286.619999999995,No
Banfi Sangiovese CollePino,35.294784396910465,25937.94,No
Banfi Summus Tuscany Red,83.68176618938027,2902.52,No
Banknote Counterfeit,38.46578461644615,579.71,No
Banshee 12 Marine Layer Pnt,39.67292549969716,1221.74,No
Banshee Cab Svgn Napa Vly,60.37548192753869,6997.9400000000005,No
Banshee Chard,82.15137778838125,670.64,No
Banshee Mordecai Proprietary,30.782660406508462,4977.509999999999,No
Banshee Pnt Nr Sonoma Cnty,39.98700285519698,43594.189999999995,No
Banshee Rose 14 Pnt Nr Sonom,34.66745144202473,203.88,No
Baracchi O'Lillo,83.66627250626328,18596.49,No
Barbarossa Spiced Rum,98.22460164631696,945.14,No
Barbera d'Alba Alessandria,45.47706925335216,5085.53,No
Barboursville Rsv Cab Franc,33.76406836181742,143.94,No
Barco Negro Douro,44.66814834283766,43297.81,No
Barco de Piedra Temp Red,35.49146556798116,407.76,No
Barcraft Watermelon Fresca V,84.72504865165415,6294.75,No
Barefoot Bubbly Berry Fusion,33.33333333333333,109.89,No
Barefoot Bubbly Brut Cuvee,30.69106665350797,53196.75,No
Barefoot Bubbly Brut Cve,33.9491250709903,257728.91,No
Barefoot Bubbly Moscato,27.97963338466171,100847.39,No
Barefoot Bubbly Peach Fusion,33.151028123095166,26823.15,No
Barefoot Bubbly Pink Moscato,33.555279436703074,203011.37,No
Barefoot Bubbly Prosecco,33.84813877589708,31863.170000000002,No
Barefoot Bubbly Red Moscato,31.1258785927061,16563.420000000002,No
Barefoot Bubbly Tropical Fus,16.161813987900953,459.54,No
Barefoot Cab Svgn Cal,41.70312445528015,129869.29000000001,No
Barefoot Cellars Cab Svgn,27.80407826911769,2329.91,No
Barefoot Cellars Malbec,23.20430142439484,6333.43,No
Barefoot Cellars Moscato,29.782010154335797,1979.45,No
Barefoot Cellars Pink Moscat,32.53990777511871,178993.11,No
Barefoot Cellars Pnt Nr,36.84310603121029,81989.65000000001,No
Barefoot Cellars Red Moscato,25.19214668165888,55120.37,No
Barefoot Cellars Rich Red,12.365267456651267,298.74,No
Barefoot Cellars Rosa Red,76.09326577795268,406.58,Yes
Barefoot Cellars Rsl,31.392749924298258,106737.62,No
Barefoot Cellars Sweet Red,24.71364271376871,1495.77,No
Barefoot Cellars Winter Red,32.654154178745145,6105.9,No
Barefoot Chard Cal,40.15813755884121,293247.09,No
Barefoot Crisp White Spritz,4.586615622469276,271.66,No
Barefoot Merlot Cal,37.004905473567426,170021.78,No
Barefoot Moscato Cal,42.35132392606539,313410.15,No
Barefoot Perfectly Pink,30.18148170779611,1145.57,No
Barefoot Pnt Grigio Cal,37.38962997648978,400105.54,No
Barefoot Premium X-Dry,30.481342492782552,150188.07,No
Barefoot Refresh Crisp Red,45.88704951655435,546.0799999999999,No
Barefoot Refresh Crisp White,29.028777137255503,36234.32,No
Barefoot Refresh Summer Red,28.390372224152326,39872.36,No
Barefoot Refresh Summer Whit,22.57331157617908,18936.3,No
Barefoot Refresh Sweet White,32.879998646939285,22467.58,No
Barefoot Sparklng Pnt Grigio,32.08745468632475,31828.14,No
Barefoot Summer Red Spritzer,16.254013168634707,367.54,No
Barefoot Svgn Bl Cal,30.632132161679536,43200.18,No
Barefoot Sweet Red,42.1084125087828,43166.79,No
Barefoot Syrah Cal,36.15411490900414,7928.18,No
Barefoot Wh Znfdl Cal,33.42076321639496,47782.64,No
Barefoot Znfdl Cal,22.838550684445973,613.1800000000001,No
Barenjager Honey & Bourbon,63.66142781615524,9154.68,No
Barenjager Honey Liqueur,56.1288295356462,70677.23,No
Bargetto Chaucer's Hney Mead,31.6814619711898,26447.58,No
Barkan Clsc Cab Svgn,34.26593052881769,9121.48,No
Barkan Clsc Chard,33.031156708573356,1189.15,No
Barkan Clsc Merlot,31.17209967252357,6015.7,No
Baroca White Rum,20.686954806974995,33418.21,No
Baron K Kabinett,52.77777777777778,911.52,No
Baron La Rose Bordeaux Blanc,80.15703356454121,1988.1100000000001,No
Baron de Seillac Brut Rose,31.023864511162436,311.76,No
Barone Fini Pnt Gr Valdadige,33.24513284177816,59976.99,No
Barr Hill Gin,19.067865560382387,175066.06,No
Barr Hill Vodka,1.9555086813572573,13729.42,No
Barra Petite Sirah,33.31883427577206,160.92999999999998,No
Barrique Chard,10.033867559509453,1036.3899999999999,No
Barrow's Intense Ginger,45.046285774654606,10035.5,No
Barsol Primero Quebranta Pso,27.11552713199571,1457.32,No
Bartenura Asti Spumante,37.894076734507706,2631.1499999999996,No
Bartenura Moscato,32.52044311104903,63850.36,No
Bartenura Ovidia Est Chianti,52.000700208603824,2056.53,No
Barterhouse Bourbon,39.69039843610353,17622.649999999998,No
Barton Gin,25.68872671815378,6347.22,No
Barton Light Rum,26.63772621600004,15265.83,No
Barton Long Island Iced Tea,22.927525245419737,18125.07,No
Barton Vodka,30.28034853689765,80895.93000000001,No
Basil Hayden Bourbon,26.616889377376868,494732.98000000004,No
Basilica Amaretto,85.07903055848261,47.45,Yes
Basilica Sambuca,65.75885407627922,7490.900000000001,No
Bastille 1789 French Whiskey,16.203244367370473,23504.12,No
Batavia Arrack Rum,28.071272272585173,31.99,No
Battle Axe Malbec Mendoza,41.40377325897529,20377.08,No
Bauchant Orange Liqueur,20.928902130559813,34802.59,No
Bauers Obstler Echt,22.876922380811127,49726.75,No
Be. Bright Pnt Grigio,74.43056435054592,1042.26,No
Beat 3 Reserve,17.43065950671824,11236.58,No
Beat 3 Single Malt Whiskey,23.384698567180322,36.99,No
Beat 3 White Kosher Whiskey,15.958898181083766,2426.17,No
BeatBox Blue Razzberry Rtd,12.570895019298064,15872.06,No
Beaucanon Merlot Napa,54.64987032234161,80.97,No
Beaulieu Cab Svgn Napa,36.93403381833162,46244.15,No
Beaulieu Cab Svgn Rutherford,19.91565279232845,54922.979999999996,No
Beaulieu Cstl Clr Slct Chard,4.618025751072957,174.75,No
Beaulieu Tapestry 05 Rsv,4.2656659118250655,13565.76,No
Beaux Freres Pnt Nr Will Vly,79.2678489893243,6898.85,No
Beaux Freres Vyds Pnt Nr,93.7347535969605,5669.37,No
Becker Family Pnt Bl,64.70766587498105,395.78,No
Beefeater,17.96341564786681,1369169.38,No
Beefeater 24,54.38237881147829,11206.249999999998,No
Beefeater Gin,20.12197258810174,142803.53999999998,No
Belaire Sparkling Rose,29.39312799222016,53708.03,No
Belcreme de Lys Chard,35.29404147856507,51742.87,No
Belguardo Serrata Toscana,90.86924762600438,2957.04,No
Bell'Agio Chianti Flask,34.48708709357874,68464.06,No
Bella Bolla Moscato,8.411214953271028,187.25,No
Bella Bolla Pink Moscato,50.31407997548645,456.89000000000004,No
Bella Bolla Red Moscato,33.778371161548726,89.88,No
Bella Bolle Fusione Red,27.79856406107796,98.89,No
Bella Italia Pnt Grigio Ter,41.93888303477344,455.52,No
Bella Sera Moscato,31.842421682398765,11500.23,No
Bella Sera Pinot Grigio Del,39.003411633666914,231821.49,No
Bella Sera Pinot Noir Delle,36.70767226493526,24624.28,No
Bella Sera Pnt Grigio Del,27.71966171447189,46163.37,No
Bella Sera Pnt Nr Venezie,30.97072419106317,155.76,No
Bellafina Prosecco,47.07169413034326,1686.47,No
Belle Ambiance Chard,18.561787557420754,352.66,No
Belle Ambiance Pnt Grigio,37.933365040426544,19175.52,No
Belle Glos Alturas Pnt Nr,30.30641787220882,25995.22,No
Belle Glos Clark & Telephone,27.76815790813913,24740.46,No
Belle Glos Dairyman Vyd PN,39.762489038196996,17526.77,No
Belvedere Cytrus Vodka,29.828584637602795,35992.689999999995,No
Belvedere Mango Passion,46.8924409831828,23559.809999999998,No
Belvedere Pink Grapefruit,32.86933731321551,24724.35,No
Belvedere Polish Vodka,19.135798671632536,536414.8200000001,No
Belvedere UF Intense Vodka,21.951692729072185,58138.659999999996,No
Belvedere Vodka,22.270331540634373,722495.84,No
Belvedere Wild Berry,34.943792811738405,30166.96,No
Ben Marco Cab Svgn,38.41284808368713,4284.53,No
Ben Marco Malbec,38.93838796096599,8271.76,No
BenRiach 1994,43.10815120300449,12919.32,No
Bench Pnt Nr,25.062711789816472,1363.3799999999999,No
Benchmark Egg Nog,29.590679719214425,6931.9800000000005,No
Benchmark Old #8 Bourbon,24.727385557852994,139130.56,No
Benedictine Liqueur Dom,27.527915750001885,52909.2,No
Beniotome Sesame Shochu,99.5342262934605,4768.41,No
Benromach 10Yr Single Malt,38.70731564100244,16349.08,No
Bentley's Vodka,22.895312085494464,520763.55,No
Benton Lane Pnt Gris Willamt,21.412863745483243,3853.59,No
Benton Lane Pnt Nr Ore,38.84744709876384,40960.38,No
Benvolio Pnt Grigio Friuli,89.34708143193878,4306.05,No
Benvolio Toscana Rosso,35.11316397228638,649.5,No
Benziger Cab Svgn Sonoma,38.52942297189164,62984.8,No
Benziger Chard,34.367527171597544,49876.53,No
Benziger Merlot,32.856675934837305,11044.97,No
Benziger Pnt Nr Sonoma,34.21710855427714,2158.92,No
Benziger Svgn Bl N Cst,33.73141417070269,23244.86,No
Beran Znfdl Sonoma Cty,21.95255561377602,2519.16,No
Berentzen Apple Liqueur,81.50639885165482,9077.41,No
Berentzen Bushel & Barrel,84.82036799317765,1333.58,No
Beringer Cab Svgn Napa Vly,43.6029341716681,27082.260000000002,No
Beringer Cab Svgn Pvt RSV Np,8.665755710574881,15448.970000000001,No
Beringer Chard Napa Vly,25.933503717705577,25874.829999999998,No
Beringer Chard Private RSV,35.248647020707665,33967.630000000005,No
Beringer Classic Cab Svgn,41.764200411308984,117394.39,No
Beringer Classic Chard,38.20567137921638,252971.05,No
Beringer Classic Chenin Blan,43.99221790983978,28280.32,No
Beringer Classic Merlot,35.96768791905829,100059.17,No
Beringer Classic Moscato,41.68235822650932,31986.41,No
Beringer Classic Pink Moscat,39.714512718625365,57972.46,No
Beringer Classic Pnt Grigio,38.97219200162567,272994.48,No
Beringer Classic Red Moscato,29.092452046747447,47359.62,No
Beringer Classic Svgn Bl,41.009740105478215,10523.5,No
Beringer Classic Wh Merlot,39.84467737070711,130390.41,No
Beringer Classic Wh Zin Mosc,45.777417816070866,22619.69,No
Beringer Classic Wh Zin Spkl,30.586095739892507,6043.04,No
Beringer Classic Wh Znfdl,37.47060276713799,567350.13,No
Beringer Fndr Est Pnt Grigio,45.31456778065228,11221.27,No
Beringer Fndrs Est Cab Svgn,40.475123071315146,139867.45,No
Beringer Fndrs Est Chard,43.19712312924953,85733.15,No
Beringer Fndrs Est Merlot,44.36809124791562,73963.70999999999,No
Beringer Fndrs Est Pnt Nr,43.20123919515082,17843.84,No
Beringer Fndrs Est Svgn Bl,48.73818230897276,7779.65,No
Beringer KVR Cab Svgn,29.772283570638177,7898.42,No
Beringer Knights Vly Cab Svg,31.624503910261208,137281.11,No
Beringer Luminus Chard,27.14190191297353,9945.25,No
Beringer Wh Znfdl/Chard LVS,37.30450598559041,13041.32,No
Berkshire Mtn Ethereal Gin,86.36113096959741,1832.4099999999999,No
Bertani Amarone 04,92.64133066638594,5984.37,No
Bertani Amarone 1993,83.33284310841815,2039.88,No
Bertani Amarone Valpolicell,56.54906399730882,8799.12,No
Bertani Due Uve White Venet,28.518589603622264,12869.289999999999,No
Bertani Secco 11 Orig V Ed,87.64620602339296,1524.3899999999999,No
Bertani Villa Arvedi Amarone,46.805309049755266,5998.14,No
Bex Rsl Mosel,47.516106092876264,5667.11,No
Beyond Svgn Bl,40.90560245587106,195.45,No
Bib & Tucker Bourbon,10.529972036584368,56269.950000000004,No
Big Claw White,35.026943802925324,194.85,No
Big House Birdman Pnt Grigio,27.489600403378283,8567.64,No
Big House Cardinal Bst Znfdl,34.348112531342345,30023.28,No
Big House Red,31.747021795195057,38430.03,No
Big House Red Cal,35.93984272908594,45799.95,No
Big House White,49.06166966020302,6171.210000000001,No
Big Peat Scotch,47.77109033211583,8139.63,No
Bigi Orvieto Amabile,37.250962996796304,21718.66,No
Bigi Orvieto Clsc Vendemmia,32.31502442511617,419.65000000000003,No
Bila-Haut Cotes Roussillon,21.368664446466692,20823.95,No
Billecart-Salmon Brut Rose,17.751053120838808,31045.82,No
Billecart-Salmon Brut Rsv,23.89759103730957,27541.73,No
Billette Bousquet Prov Rose,22.767099924094044,1067.11,No
Binyamina Cab Svgn,4.266944990176825,2280.32,No
Binyamina Chard,15.754599174269721,1673.67,No
Biokult Gruner Veltliner,18.341672623302365,279.8,No
Bird Dog Apple Whiskey,26.83219931587547,51426.31,No
Bird Dog Blackberry Whiskey,21.711617773858226,74248.82,No
Bird Dog Bourbon,66.11270074225803,28413.3,No
Bird Dog Chocolate Whiskey,48.1571903632778,8970.27,No
Bird Dog Hot Cinnamon Whisky,24.249558563861097,152.91,No
Bird Dog Kentucky Whiskey,4.270777954988476,10834.56,No
Bird Dog Maple Whiskey,31.443182914669844,1865.4599999999998,No
Bird Dog Peach Whiskey,18.8242657864389,47354.41,No
Bird Dog Strawberry Whiskey,5.554700572838429,16374.6,No
Bisol Crede Prosseco Super V,34.60663938153706,263.88,No
Bitch Grenache Aragon,32.71670240648083,15738.75,No
Bitch Vodka,39.3508677305752,945.5699999999999,No
Black & White Scotch,17.758802427542776,3481.7099999999996,No
Black Box Cab Svgn,39.877270174793594,485370.39999999997,No
Black Box Chard,38.22304560153726,479228.93,No
Black Box Malbec,38.72789766363868,203177.05,No
Black Box Merlot,37.53357484816423,27371.68,No
Black Box Merlot Cal,43.37692866178251,281227.38,No
Black Box Moscato B/B,70.76569564895115,134.91,Yes
Black Box Pnt Grigio,36.983633288846114,379803.54,No
Black Box Pnt Nr,21.595958900812615,236148.19999999998,No
Black Box Rsl,39.61209663251374,43544.35,No
Black Box Shiraz Cntrl Coast,31.905927305855787,100643.87,No
Black Box Svgn Bl,36.08796246628758,165918.04,No
Black Button Citrus Gin,73.71366448831651,9032.83,No
Black Ink Red Wine,29.567299044522272,15844.43,No
Black Opal Cashmore Cab Svgn,42.12699880184797,15056.52,No
Black Opal Cashmore Chard,41.31769524600061,17275.77,No
Black Opal Cshmre Cab/Merlot,54.88920144348447,15193.79,No
Black Pearl Oro,21.0937274068076,8298.96,No
Black Stallion Cab Svgn Napa,37.16450205283952,54276.04,No
Black Stallion Carnrs Pnt Nr,29.4886161276592,24174.989999999998,No
Black Stallion Chard Napa Vy,9.579714866701867,2670.33,No
Black Velvet,59.8087504226632,10197.47,No
Black Velvet Canadian Whisky,27.377944806775723,948838.57,No
Black Velvet Cinnamon Rush,85.53840212826388,15174.81,No
Black Velvet Plastic,35.23202846232276,93900.98,No
Black Velvet Reserve,57.649559569325724,97465.37,No
Black Velvet Toasted Caramel,54.57893300516513,87981.93000000001,No
Black Velvet Traveler,30.23602707057845,129924.08,No
Blackbird Vyds Arise Red,34.51538307706607,3550.33,No
Blackheart Spiced Rum,29.976052033564283,76507.54000000001,No
Blackstone Cab Svgn Cal,43.63506314789631,105848.34,No
Blackstone Chard Monterey,43.75549802799736,50086.14,No
Blackstone Delectable Red,39.890759774805026,4646.64,No
Blackstone Merlot Cal,37.04423379865842,182797.05000000002,No
Blackstone Montry Pnt Grigio,37.25146808686615,5561.66,No
Blackstone Pnt Nr Monterey,41.783640286092606,70090.59,No
Blackstone Syrah Cal,26.761347266965245,1527.24,No
Blackstone Winemakers Malbec,83.25542570951586,419.3,Yes
Blackstone Znfdl Cal,33.20247950538865,3721.71,No
Blanc de Bleu Mousseux Brut,33.46400597654055,23371.38,No
Blantons Sgl Barrel Bourbon,27.39637464229572,302732.61,No
Bleu de Mer Rose,29.702193357406248,9404.76,No
Blindfold White,18.328331666110927,12685.77,No
Bliss Cab Svgn,5.778853026887347,363.74,No
Bliss Chard,35.54687500000001,5570.56,No
Bliss Merlot,32.88062902072909,167.88,No
Block Nine Caiden Vyd Pnt Nr,33.31082478509345,33942.66,No
Blood Oath Bourbon,28.652479670270033,14188.58,No
Blood Orange Liqueur,87.35762088374773,3158.82,No
Bloom Gin,85.577746755925,3782.2799999999997,No
Blossom Hill Chard,30.39252273746976,7154.49,No
Blossom Hill Merlot,21.656050955414,791.28,No
Blossom Hill Wh Znfdl,19.358507734303913,263.76,No
Blue Chair Bay Banana Cream,12.075166448883074,14463.9,No
Blue Chair Bay Banana Rum,77.7792159887387,14085.19,No
Blue Chair Bay Coc Spced Rum,36.25127776228974,645.66,No
Blue Chair Bay CocSpc Cream,84.72684466798653,2803.35,No
Blue Chair Bay Coconut Rum,60.2367328200813,64026.009999999995,No
Blue Current Junmai Ginjo,7.578597299842789,5298.21,No
Blue Fish Pfalz Rsl,30.60014673514307,11585.5,No
Blue Nun Authentic White,42.334200014054275,16649.73,No
Bluebird Chardonnay,32.48053392658509,215.76,No
Bluebird Pinot Noir,34.47311583950937,9959.210000000001,No
Bluecoat Gin,20.285112890866237,18556.86,No
Bluegray Priorat DOQ,30.118938002028273,2356.69,No
Blufeld Rsl,35.232391808244934,32045.88,No
Boca Loca Cachaca,50.323592132735925,10766.64,No
Bocelli Prosecco,39.37392540144781,4728.509999999999,No
Bocelli Sangiovese,32.40689271817677,431.76,No
